pickup,drop,hour,dayofweek,event,demand,distance,competitor_fare,fare,pickup_code,drop_code
Airport,BHEL,16,1,1,64,16.74,220.88,333.23,0,2
Ashoka Garden,MP Nagar,17,3,0,72,3.76,55.12,92.74,1,7
Lalghati,Airport,16,6,1,36,4.25,107.0,112.4,6,0
Shahpura,MP Nagar,1,6,1,72,3.67,79.04,116.66,10,7
MP Nagar,Shahpura,15,6,0,97,3.67,66.04,107.33,7,10
Lalghati,Indrapuri,17,4,0,86,11.44,207.28,240.01,6,4
Indrapuri,New Market,8,5,0,37,10.37,190.44,172.24,4,8
Ashoka Garden,BHEL,1,4,0,61,7.96,175.52,166.49,1,2
Kolar,MP Nagar,12,1,0,47,5.82,142.84,119.74,5,7
Indrapuri,BHEL,2,2,0,21,1.57,106.84,73.24,4,2
BHEL,Indrapuri,19,4,0,39,1.57,51.84,57.44,2,4
Airport,Kolar,3,3,1,56,14.03,232.36,296.5,0,5
Ashoka Garden,Indrapuri,14,4,1,21,6.76,113.12,143.74,1,4
Lalghati,MP Nagar,3,6,1,42,7.47,108.64,151.37,6,7
Shahpura,Airport,11,4,1,92,14.75,233.0,350.4,10,0
New Market,Indrapuri,21,1,1,70,10.37,195.44,236.42,8,4
Habibganj,BHEL,3,4,0,65,8.25,142.0,161.84,3,2
Shahpura,Kolar,1,0,0,90,4.91,109.92,132.77,10,5
Lalghati,Habibganj,16,4,0,57,8.88,161.56,173.01,6,3
Railway Station,Kolar,18,5,1,33,8.59,193.08,183.12,9,5
Shahpura,Kolar,11,2,0,49,4.91,130.92,108.52,10,5
Kolar,Habibganj,16,0,1,62,5.08,141.96,149.54,5,3
Ashoka Garden,Shahpura,15,1,0,98,7.18,140.16,169.33,1,10
Habibganj,Lalghati,18,2,0,54,8.88,195.56,181.78,3,6
Lalghati,New Market,4,3,1,29,5.76,150.12,140.52,6,8
Lalghati,BHEL,7,6,1,82,12.5,235.0,313.0,6,2
Lalghati,Shahpura,16,5,0,20,11.14,173.68,173.68,6,10
Airport,Kolar,22,0,1,96,14.03,253.36,342.38,0,5
New Market,Ashoka Garden,18,6,1,91,4.99,101.88,160.21,8,1
Indrapuri,Railway Station,3,3,1,58,7.42,144.04,183.66,4,9
MP Nagar,New Market,2,0,1,56,3.82,88.84,120.78,7,8
Airport,Shahpura,23,0,0,68,14.75,201.0,248.52,0,10
Indrapuri,MP Nagar,15,6,0,88,6.76,123.12,160.28,4,7
Lalghati,Kolar,17,3,1,29,11.53,220.36,222.43,6,5
Kolar,Habibganj,23,1,0,79,5.08,122.96,121.69,5,3
Ashoka Garden,MP Nagar,5,6,1,36,3.76,55.12,96.14,1,7
Kolar,Habibganj,1,2,1,84,5.08,133.96,168.14,5,3
New Market,Kolar,19,2,1,87,5.79,151.48,183.57,8,5
Ashoka Garden,Shahpura,18,3,1,43,7.18,171.16,161.74,1,10
Lalghati,Ashoka Garden,0,3,1,84,4.78,111.36,158.58,6,1
Ashoka Garden,BHEL,9,4,0,21,7.96,112.52,130.92,1,2
New Market,Lalghati,4,6,0,37,5.76,80.12,103.32,8,6
BHEL,Shahpura,5,4,0,95,8.38,154.56,188.34,2,10
Habibganj,Shahpura,5,6,1,91,2.26,109.12,115.79,3,10
BHEL,Indrapuri,9,2,0,72,1.57,60.84,68.65,2,4
Indrapuri,MP Nagar,16,3,0,51,6.76,100.12,136.3,4,7
Railway Station,Habibganj,14,4,1,69,4.71,77.52,131.33,9,3
MP Nagar,New Market,20,0,1,64,3.82,71.84,117.38,7,8
Airport,Habibganj,7,3,0,44,12.53,213.36,197.26,0,3
Shahpura,MP Nagar,22,2,0,36,3.67,59.04,79.04,10,7
New Market,MP Nagar,1,2,1,84,3.82,67.84,133.74,8,7
Lalghati,New Market,14,0,0,45,5.76,143.12,119.32,6,8
Airport,New Market,10,0,1,66,8.43,173.16,204.02,0,8
Ashoka Garden,BHEL,23,0,0,89,7.96,105.52,172.89,1,2
MP Nagar,Habibganj,5,1,0,91,1.42,79.04,79.69,7,3
Habibganj,Lalghati,14,5,0,28,8.88,149.56,147.46,3,6
Ashoka Garden,Habibganj,23,4,0,55,5.07,150.84,129.96,1,3
New Market,Indrapuri,17,1,0,82,10.37,148.44,213.86,8,4
Indrapuri,Shahpura,15,5,1,51,6.89,146.68,176.55,4,10
BHEL,Kolar,13,4,0,74,13.11,171.32,223.69,2,5
New Market,Railway Station,7,1,0,78,4.02,138.24,115.59,8,9
Airport,Shahpura,5,4,1,91,14.75,257.0,355.2,0,10
Ashoka Garden,Airport,9,6,1,23,8.99,124.88,172.86,1,0
Airport,Kolar,23,1,0,45,14.03,231.36,215.26,0,5
Habibganj,Railway Station,8,5,0,78,4.71,139.52,122.93,3,9
MP Nagar,Lalghati,5,1,0,85,7.47,128.64,170.92,7,6
MP Nagar,Kolar,13,3,0,35,5.82,99.84,107.84,7,5
Railway Station,Ashoka Garden,16,5,0,42,0.98,96.76,65.26,9,1
Indrapuri,Railway Station,11,3,1,31,7.42,133.04,155.65,4,9
Habibganj,Shahpura,2,6,0,77,2.26,103.12,87.32,3,10
BHEL,Indrapuri,19,2,1,97,1.57,95.84,101.54,2,4
Habibganj,BHEL,20,2,0,43,8.25,160.0,145.3,3,2
Shahpura,Ashoka Garden,16,1,0,63,7.18,130.16,147.15,10,1
New Market,Lalghati,10,0,0,71,5.76,145.12,135.2,8,6
MP Nagar,Railway Station,15,0,1,53,3.31,90.72,113.81,7,9
MP Nagar,Kolar,21,4,0,40,5.82,93.84,106.64,7,5
Railway Station,BHEL,21,2,1,91,8.71,163.52,235.03,9,2
Shahpura,Lalghati,17,1,0,91,11.14,202.68,235.06,10,6
Ashoka Garden,Shahpura,8,2,0,76,7.18,108.16,142.75,1,10
New Market,Indrapuri,3,1,0,70,10.37,139.44,185.75,8,4
Ashoka Garden,Airport,15,1,0,51,8.99,160.88,174.14,1,0
Habibganj,Railway Station,4,1,1,95,4.71,143.52,163.83,3,9
Railway Station,Kolar,23,4,0,72,8.59,117.08,160.77,9,5
Lalghati,Railway Station,7,2,1,97,4.47,85.64,148.22,6,9
New Market,BHEL,16,0,1,83,11.86,203.32,295.91,8,2
Railway Station,BHEL,13,4,1,96,8.71,140.52,230.43,9,2
Shahpura,Lalghati,8,0,1,68,11.14,148.68,238.15,10,6
Ashoka Garden,Lalghati,23,0,1,82,4.78,70.36,150.38,1,6
MP Nagar,Kolar,23,4,0,83,5.82,147.84,152.59,7,5
Ashoka Garden,MP Nagar,3,6,1,55,3.76,128.12,127.81,1,7
Airport,BHEL,1,6,0,63,16.74,222.88,275.82,0,2
MP Nagar,BHEL,12,4,1,39,8.3,149.6,169.52,7,2
Habibganj,Kolar,5,6,1,83,5.08,141.96,169.74,3,5
Ashoka Garden,MP Nagar,7,0,0,65,3.76,96.12,100.94,1,7
Lalghati,Indrapuri,7,3,1,49,11.44,191.28,215.54,6,4
Kolar,Airport,15,6,1,28,14.03,248.36,258.03,5,0
Ashoka Garden,Shahpura,20,3,1,81,7.18,174.16,211.46,1,10
Railway Station,Habibganj,11,6,1,48,4.71,71.52,110.82,9,3
Kolar,BHEL,13,4,0,63,13.11,233.32,236.09,5,2
New Market,Lalghati,13,5,1,96,5.76,85.12,169.79,8,6
Habibganj,MP Nagar,3,5,0,37,1.42,39.04,53.44,3,7
Shahpura,Railway Station,14,2,1,44,6.92,111.04,145.25,10,9
Indrapuri,Kolar,4,2,1,64,11.56,214.72,257.41,4,5
New Market,Railway Station,1,1,1,88,4.02,69.24,137.38,8,9
Airport,Shahpura,15,6,0,46,14.75,213.0,216.2,0,10
Railway Station,New Market,18,6,0,35,4.02,96.24,90.64,9,8
Airport,Shahpura,3,6,0,52,14.75,187.0,245.72,0,10
Railway Station,Shahpura,17,0,0,25,6.92,102.04,118.84,9,10
Lalghati,Shahpura,9,4,0,97,11.14,220.68,238.66,6,10
Railway Station,Shahpura,15,5,0,94,6.92,141.04,166.01,9,10
New Market,Habibganj,10,4,1,36,4.74,145.88,128.53,8,3
Shahpura,MP Nagar,5,4,0,78,3.67,73.04,95.29,10,7
Ashoka Garden,Indrapuri,22,3,0,55,6.76,169.12,152.48,1,4
Indrapuri,Lalghati,16,2,1,20,11.44,150.28,207.34,4,6
Railway Station,New Market,23,1,1,69,4.02,133.24,132.62,9,8
Habibganj,BHEL,15,6,1,84,8.25,140.0,222.6,3,2
Airport,Indrapuri,1,0,0,42,15.69,214.28,225.48,0,4
BHEL,Indrapuri,2,3,1,38,1.57,73.84,73.64,2,4
Kolar,MP Nagar,6,0,0,77,5.82,79.84,121.41,5,7
BHEL,Railway Station,10,4,1,49,8.71,141.52,172.82,2,9
Kolar,Habibganj,20,6,1,99,5.08,125.96,166.54,5,3
BHEL,Lalghati,14,0,0,20,12.5,205.0,194.5,2,6
MP Nagar,Habibganj,19,5,0,49,1.42,78.04,63.34,7,3
Ashoka Garden,New Market,18,0,0,97,4.99,69.88,125.84,1,8
MP Nagar,Shahpura,18,3,1,32,3.67,56.04,95.25,7,10
Kolar,MP Nagar,13,4,0,52,5.82,93.84,124.21,5,7
Ashoka Garden,Kolar,20,3,0,63,9.32,182.84,182.4,1,5
MP Nagar,Ashoka Garden,8,2,1,52,3.76,80.12,118.17,7,1
MP Nagar,BHEL,15,0,1,76,8.3,138.6,195.24,7,2
Indrapuri,New Market,15,0,1,95,10.37,141.44,258.5,4,8
Habibganj,Lalghati,0,1,0,34,8.88,186.56,158.56,3,6
BHEL,Indrapuri,0,3,0,82,1.57,85.84,83.42,2,4
Ashoka Garden,Shahpura,20,5,0,53,7.18,161.16,154.32,1,10
New Market,Habibganj,19,2,1,23,4.74,125.88,122.53,8,3
Indrapuri,Lalghati,23,5,1,45,11.44,181.28,213.54,4,6
Railway Station,Habibganj,8,3,0,25,4.71,125.52,105.22,9,3
Ashoka Garden,Railway Station,10,1,0,74,0.98,64.76,62.91,1,9
Kolar,Indrapuri,9,4,0,31,11.56,218.72,190.72,5,4
New Market,Shahpura,20,2,0,40,6.72,165.64,134.14,8,10
MP Nagar,Airport,4,1,1,20,11.19,144.28,203.14,7,0
New Market,Lalghati,10,2,1,61,5.76,142.12,159.37,8,6
Airport,Railway Station,7,3,1,71,8.55,157.6,202.64,0,9
Airport,Indrapuri,9,5,1,43,15.69,230.28,274.34,0,4
MP Nagar,Ashoka Garden,6,2,1,51,3.76,74.12,116.97,7,1
Lalghati,BHEL,17,5,0,63,12.5,224.0,227.2,6,2
Railway Station,Shahpura,19,5,1,63,6.92,169.04,181.46,9,10
New Market,Habibganj,7,6,0,56,4.74,125.88,119.14,8,3
Lalghati,BHEL,23,3,1,96,12.5,206.0,307.2,6,2
Kolar,Railway Station,12,4,0,74,8.59,188.08,176.61,5,9
MP Nagar,Ashoka Garden,16,0,1,79,3.76,125.12,127.17,7,1
Habibganj,New Market,9,5,1,98,4.74,113.88,158.41,3,8
Lalghati,Kolar,8,6,1,76,11.53,190.36,252.1,6,5
Railway Station,Lalghati,13,6,0,26,4.47,71.64,89.24,9,6
MP Nagar,Indrapuri,8,3,0,43,6.76,122.12,121.42,7,4
New Market,Lalghati,5,4,0,74,5.76,81.12,120.98,8,6
Kolar,Railway Station,17,2,1,79,8.59,144.08,200.51,5,9
Airport,New Market,19,1,1,54,8.43,141.16,197.62,0,8
Railway Station,BHEL,23,3,1,82,8.71,145.52,231.43,9,2
BHEL,Indrapuri,6,2,1,35,1.57,42.84,67.41,2,4
BHEL,Habibganj,6,0,0,58,8.25,177.0,169.86,2,3
Kolar,BHEL,19,0,0,34,13.11,238.32,209.62,5,2
Indrapuri,Railway Station,10,0,0,69,7.42,151.04,154.09,4,9
Shahpura,Airport,5,2,1,25,14.75,204.0,257.8,10,0
Indrapuri,Kolar,15,2,0,48,11.56,180.72,179.32,4,5
Ashoka Garden,MP Nagar,13,6,1,87,3.76,81.12,135.39,1,7
Railway Station,BHEL,8,4,0,50,8.71,129.52,141.52,9,2
Airport,Kolar,13,4,0,27,14.03,209.36,208.66,0,5
New Market,Ashoka Garden,13,0,1,99,4.99,147.88,169.41,8,1
New Market,Shahpura,10,0,1,76,6.72,149.64,174.7,8,10
BHEL,Indrapuri,23,3,0,84,1.57,77.84,81.47,2,4
Ashoka Garden,Airport,15,5,1,27,8.99,161.88,180.26,1,0
Kolar,Habibganj,14,4,1,39,5.08,114.96,123.95,5,3
Habibganj,New Market,4,0,0,40,4.74,125.88,105.58,3,8
BHEL,Kolar,9,0,1,68,13.11,179.32,272.65,2,5
Habibganj,Lalghati,9,5,1,78,8.88,142.56,204.38,3,6
Kolar,Lalghati,16,3,1,75,11.53,162.36,246.5,5,6
Ashoka Garden,MP Nagar,19,2,1,23,3.76,109.12,107.22,1,7
MP Nagar,Airport,23,1,0,46,11.19,145.28,168.48,7,0
Ashoka Garden,Railway Station,5,6,1,52,0.98,72.76,76.66,1,9
MP Nagar,Railway Station,10,5,1,43,3.31,65.72,92.86,7,9
New Market,MP Nagar,18,1,1,67,3.82,76.84,118.38,8,7
Indrapuri,Habibganj,23,0,1,52,6.68,155.16,175.22,4,3
Kolar,Indrapuri,15,3,0,74,11.56,181.72,207.92,5,4
New Market,Railway Station,6,3,0,26,4.02,92.24,89.44,8,9
New Market,Ashoka Garden,4,1,0,72,4.99,148.88,128.56,8,1
Shahpura,BHEL,11,4,0,44,8.38,151.56,143.86,10,2
Indrapuri,New Market,17,1,0,79,10.37,197.44,197.36,4,8
Indrapuri,Lalghati,13,2,1,43,11.44,154.28,208.14,4,6
Airport,Lalghati,15,4,0,34,4.25,123.0,100.6,0,6
Indrapuri,Ashoka Garden,22,2,0,30,6.76,171.12,136.12,4,1
Airport,Kolar,7,1,1,61,14.03,193.36,288.7,0,5
Airport,BHEL,13,2,1,47,16.74,211.88,283.26,0,2
Railway Station,Shahpura,14,1,0,50,6.92,112.04,120.84,9,10
Lalghati,New Market,21,0,0,64,5.76,111.12,126.98,6,8
Habibganj,BHEL,19,4,0,74,8.25,119.0,157.24,3,2
MP Nagar,BHEL,19,2,0,38,8.3,173.6,149.8,7,2
Airport,Lalghati,12,2,1,83,4.25,132.0,153.8,0,6
Indrapuri,Kolar,11,0,1,36,11.56,215.72,221.86,4,5
New Market,Ashoka Garden,5,4,0,84,4.99,134.88,138.84,8,1
Indrapuri,Kolar,6,4,0,46,11.56,168.72,176.72,4,5
Lalghati,Shahpura,11,3,1,58,11.14,186.68,245.75,6,10
Habibganj,New Market,15,5,0,40,4.74,104.88,99.28,3,8
BHEL,Railway Station,15,6,1,49,8.71,137.52,172.02,2,9
New Market,Lalghati,18,1,1,33,5.76,87.12,126.54,8,6
Indrapuri,Airport,4,5,1,22,15.69,239.28,276.14,4,0
Habibganj,Ashoka Garden,17,6,1,29,5.07,142.84,131.09,3,1
Indrapuri,Railway Station,15,3,0,37,7.42,147.04,134.44,4,9
Kolar,MP Nagar,12,2,1,64,5.82,158.84,163.58,5,7
Lalghati,New Market,2,1,0,36,5.76,147.12,120.52,6,8
BHEL,MP Nagar,14,1,1,33,8.3,175.6,174.83,2,7
Airport,BHEL,2,3,0,96,16.74,283.88,326.56,0,2
Shahpura,Habibganj,2,1,1,87,2.26,37.12,101.39,10,3
Railway Station,Ashoka Garden,5,4,0,47,0.98,71.76,57.76,9,1
MP Nagar,Airport,19,0,0,58,11.19,223.28,213.38,7,0
Ashoka Garden,Lalghati,2,6,0,22,4.78,123.36,105.16,1,6
Ashoka Garden,Airport,19,6,1,59,8.99,171.88,211.83,1,0
Indrapuri,BHEL,5,6,1,61,1.57,38.84,78.38,4,2
Airport,BHEL,21,0,1,75,16.74,287.88,346.63,0,2
Shahpura,Lalghati,0,2,0,46,11.14,207.68,183.88,10,6
New Market,MP Nagar,15,1,1,26,3.82,116.84,110.16,8,7
BHEL,Railway Station,18,0,1,58,8.71,189.52,211.33,2,9
Shahpura,Lalghati,17,6,1,81,11.14,170.68,277.29,10,6
Railway Station,Lalghati,23,1,0,30,4.47,96.64,94.54,9,6
Kolar,New Market,4,1,0,69,5.79,131.48,131.41,5,8
Indrapuri,BHEL,22,4,1,61,1.57,104.84,93.23,4,2
Ashoka Garden,Habibganj,20,4,1,40,5.07,108.84,122.61,1,3
Habibganj,Airport,12,4,0,74,12.53,183.36,219.42,3,0
Indrapuri,Kolar,6,2,0,93,11.56,157.72,231.71,4,5
Airport,Kolar,10,4,1,99,14.03,226.36,336.98,0,5
Airport,New Market,7,5,1,42,8.43,163.16,173.79,0,8
Shahpura,Ashoka Garden,22,0,0,97,7.18,137.16,168.73,10,1
Lalghati,Shahpura,13,4,0,61,11.14,172.68,201.27,6,10
Habibganj,New Market,6,3,1,89,4.74,79.88,151.61,3,8
Kolar,New Market,4,0,0,89,5.79,150.48,152.71,5,8
Lalghati,Habibganj,8,1,0,97,8.88,161.56,196.46,6,3
Shahpura,Habibganj,3,1,0,22,2.26,62.12,66.12,10,3
New Market,Railway Station,18,2,0,90,4.02,101.24,119.08,8,9
New Market,BHEL,9,6,0,42,11.86,171.32,180.12,8,2
Railway Station,Lalghati,14,3,1,45,4.47,91.64,111.97,9,6
BHEL,Ashoka Garden,2,1,0,71,7.96,147.52,159.6,2,1
New Market,Lalghati,15,3,1,37,5.76,99.12,128.94,8,6
Habibganj,Ashoka Garden,18,2,0,21,5.07,74.84,95.64,3,1
Kolar,New Market,9,3,0,97,5.79,136.48,149.91,5,8
Lalghati,Ashoka Garden,10,1,1,72,4.78,113.36,139.5,6,1
Airport,Habibganj,15,2,1,64,12.53,220.36,272.5,0,3
Railway Station,Lalghati,11,4,0,57,4.47,89.64,107.82,9,6
Kolar,Railway Station,10,2,1,93,8.59,170.08,234.33,5,9
Airport,Kolar,15,1,1,21,14.03,252.36,258.83,0,5
Ashoka Garden,New Market,21,5,1,86,4.99,133.88,166.61,1,8
Indrapuri,Lalghati,18,2,1,56,11.44,208.28,254.39,4,6
Lalghati,Kolar,1,5,1,63,11.53,181.36,250.3,6,5
Lalghati,BHEL,21,5,1,95,12.5,168.0,299.6,6,2
Kolar,Ashoka Garden,5,6,1,100,9.32,140.84,240.74,5,1
Kolar,Airport,16,5,1,53,14.03,199.36,289.9,5,0
Railway Station,Shahpura,13,1,0,98,6.92,130.04,163.81,9,10
Airport,Shahpura,14,2,0,79,14.75,251.0,258.52,0,10
BHEL,MP Nagar,22,0,1,85,8.3,181.6,231.76,2,7
Lalghati,BHEL,4,1,1,34,12.5,236.0,237.2,6,2
Airport,BHEL,8,4,1,68,16.74,263.88,341.83,0,2
Indrapuri,Habibganj,11,3,0,89,6.68,163.16,167.21,4,3
Airport,Indrapuri,10,2,1,47,15.69,201.28,268.54,0,4
Ashoka Garden,MP Nagar,14,0,1,75,3.76,90.12,120.17,1,7
Indrapuri,Ashoka Garden,0,5,0,75,6.76,153.12,147.68,4,1
MP Nagar,New Market,10,5,0,50,3.82,120.84,96.34,7,8
Kolar,Airport,15,3,0,36,14.03,213.36,209.86,5,0
Habibganj,Lalghati,22,6,1,22,8.88,167.56,180.07,3,6
Airport,Lalghati,3,1,1,32,4.25,75.0,106.0,0,6
Lalghati,Railway Station,13,1,1,26,4.47,71.64,107.97,6,9
Kolar,Ashoka Garden,21,0,1,31,9.32,184.84,188.81,5,1
Airport,Lalghati,0,3,0,69,4.25,70.0,101.36,0,6
New Market,Ashoka Garden,6,4,1,64,4.99,145.88,149.03,8,1
Shahpura,New Market,8,5,1,90,6.72,139.64,196.82,10,8
MP Nagar,New Market,1,3,0,79,3.82,56.84,93.77,7,8
Airport,Shahpura,18,3,0,24,14.75,218.0,217.3,0,10
Kolar,Lalghati,17,1,0,82,11.53,203.36,240.44,5,6
Airport,BHEL,11,0,1,49,16.74,258.88,292.66,0,2
Indrapuri,Habibganj,9,1,1,81,6.68,155.16,199.26,4,3
Railway Station,New Market,14,1,1,88,4.02,90.24,141.58,9,8
Indrapuri,Railway Station,1,2,1,70,7.42,142.04,183.26,4,9
New Market,BHEL,16,4,0,98,11.86,208.32,245.86,8,2
New Market,Railway Station,2,6,1,43,4.02,106.24,109.49,8,9
Habibganj,Kolar,1,5,0,38,5.08,130.96,109.96,3,5
Airport,Railway Station,12,6,0,86,8.55,131.6,186.03,0,9
Lalghati,Ashoka Garden,0,6,1,69,4.78,80.36,132.9,6,1
Shahpura,Airport,0,0,0,47,14.75,243.0,224.8,10,0
BHEL,Lalghati,17,2,0,70,12.5,227.0,227.8,2,6
Airport,Ashoka Garden,11,3,1,58,8.99,187.88,215.03,0,1
Indrapuri,New Market,16,5,1,84,10.37,204.44,271.1,4,8
MP Nagar,Shahpura,6,6,1,75,3.67,55.04,111.86,7,10
Railway Station,Indrapuri,6,2,0,55,7.42,128.04,149.49,9,4
BHEL,Shahpura,9,4,0,41,8.38,187.56,154.66,2,10
Railway Station,Lalghati,15,5,0,80,4.47,111.64,112.22,9,6
MP Nagar,Shahpura,8,2,1,21,3.67,69.04,97.85,7,10
Kolar,Airport,6,4,0,92,14.03,227.36,278.84,5,0
Indrapuri,Kolar,12,3,1,85,11.56,222.72,294.75,4,5
BHEL,New Market,8,4,1,39,11.86,230.32,228.63,2,8
Kolar,Indrapuri,12,5,0,74,11.56,153.72,202.32,5,4
New Market,Indrapuri,3,1,1,99,10.37,142.44,258.7,8,4
MP Nagar,BHEL,9,6,1,74,8.3,147.6,197.04,7,2
MP Nagar,Indrapuri,17,6,0,69,6.76,128.12,141.9,7,4
Ashoka Garden,Kolar,12,6,1,57,9.32,164.84,215.18,1,5
Indrapuri,Habibganj,14,3,0,54,6.68,157.16,148.08,4,3
Railway Station,Shahpura,3,0,0,81,6.92,124.04,162.61,9,10
BHEL,Ashoka Garden,1,1,0,59,7.96,145.52,159.2,2,1
Habibganj,BHEL,20,2,0,47,8.25,150.0,142.3,3,2
Ashoka Garden,New Market,9,3,0,74,4.99,135.88,124.66,1,8
Shahpura,New Market,17,5,1,46,6.72,143.64,149.37,10,8
New Market,Railway Station,3,1,0,33,4.02,97.24,90.94,8,9
Lalghati,Ashoka Garden,6,3,0,85,4.78,96.36,128.32,6,1
New Market,Airport,7,4,0,94,8.43,167.16,191.53,8,0
BHEL,Lalghati,9,1,1,87,12.5,167.0,299.4,2,6
Kolar,Shahpura,21,6,1,69,4.91,145.92,147.89,5,10
MP Nagar,BHEL,4,0,0,99,8.3,141.6,184.67,7,2
Kolar,BHEL,15,6,0,49,13.11,182.32,194.32,5,2
Shahpura,BHEL,7,0,1,57,8.38,187.56,206.18,10,2
Railway Station,MP Nagar,12,0,1,35,3.31,75.72,94.86,9,7
Lalghati,MP Nagar,17,4,0,82,7.47,133.64,171.92,6,7
Railway Station,Indrapuri,6,3,1,39,7.42,116.04,152.25,9,4
Shahpura,Ashoka Garden,0,2,1,74,7.18,134.16,178.22,10,1
Kolar,MP Nagar,17,5,1,41,5.82,155.84,142.86,5,7
Airport,Habibganj,19,2,0,45,12.53,160.36,184.36,0,3
Habibganj,Shahpura,9,2,1,46,2.26,83.12,83.74,3,10
BHEL,MP Nagar,0,5,1,39,8.3,176.6,175.13,2,7
BHEL,Indrapuri,20,4,0,20,1.57,85.84,66.94,2,4
Ashoka Garden,Kolar,6,6,0,69,9.32,132.84,172.33,1,5
Ashoka Garden,Lalghati,8,5,1,58,4.78,81.36,133.1,1,6
Shahpura,BHEL,15,1,0,57,8.38,124.56,159.85,10,2
Ashoka Garden,Lalghati,14,0,1,34,4.78,82.36,113.83,1,6
Lalghati,Shahpura,11,4,1,66,11.14,178.68,244.15,6,10
New Market,Indrapuri,8,0,0,28,10.37,188.44,171.64,8,4
Kolar,MP Nagar,11,0,0,92,5.82,125.84,148.19,5,7
Indrapuri,Kolar,13,3,0,49,11.56,172.72,177.52,4,5
BHEL,Habibganj,4,1,0,82,8.25,180.0,191.68,2,3
Habibganj,BHEL,19,6,1,80,8.25,152.0,197.2,3,2
Shahpura,Railway Station,15,6,0,58,6.92,173.04,155.27,10,9
Habibganj,BHEL,18,3,0,45,8.25,163.0,146.2,3,2
MP Nagar,Habibganj,22,1,1,28,1.42,37.04,64.45,7,3
Kolar,New Market,5,6,1,60,5.79,98.48,151.07,5,8
Habibganj,Railway Station,11,3,0,37,4.71,110.52,100.72,3,9
BHEL,New Market,5,2,1,74,11.86,153.32,249.45,2,8
Kolar,Railway Station,5,6,1,31,8.59,147.08,172.5,5,9
Indrapuri,Shahpura,9,5,0,55,6.89,153.68,149.16,4,10
Railway Station,Shahpura,5,3,1,91,6.92,128.04,197.86,9,10
Habibganj,MP Nagar,3,4,0,87,1.42,78.04,79.49,3,7
Airport,MP Nagar,9,5,1,54,11.19,220.28,253.19,0,7
Airport,Lalghati,2,1,1,39,4.25,135.0,120.12,0,6
Ashoka Garden,Railway Station,21,3,0,69,0.98,91.76,71.01,1,9
BHEL,Ashoka Garden,13,6,0,54,7.96,159.52,162.0,2,1
Shahpura,MP Nagar,19,3,1,78,3.67,117.04,124.26,10,7
Ashoka Garden,Railway Station,9,0,1,49,0.98,93.76,73.42,1,9
Habibganj,Shahpura,5,0,1,45,2.26,83.12,83.74,3,10
Airport,Indrapuri,6,6,0,86,15.69,258.28,307.33,0,4
MP Nagar,Airport,4,4,1,77,11.19,218.28,252.79,7,0
New Market,Habibganj,16,5,1,46,4.74,71.88,111.26,8,3
MP Nagar,Airport,13,1,0,27,11.19,175.28,174.58,7,0
MP Nagar,Shahpura,10,4,0,100,3.67,113.04,116.73,7,10
Shahpura,New Market,11,1,1,99,6.72,143.64,197.62,10,8
Ashoka Garden,Indrapuri,13,3,1,52,6.76,102.12,165.77,1,4
MP Nagar,Railway Station,2,3,0,48,3.31,97.72,85.12,7,9
Ashoka Garden,MP Nagar,6,6,1,68,3.76,103.12,122.77,1,7
Shahpura,Railway Station,11,6,1,51,6.92,95.04,166.66,10,9
MP Nagar,Indrapuri,12,3,1,24,6.76,123.12,145.74,7,4
New Market,Shahpura,19,2,0,89,6.72,156.64,166.44,8,10
Indrapuri,Railway Station,16,0,1,52,7.42,144.04,183.66,4,9
Ashoka Garden,BHEL,15,3,1,61,7.96,119.52,186.53,1,2
Airport,Habibganj,16,6,0,21,12.53,230.36,202.36,0,3
Shahpura,BHEL,0,4,1,80,8.38,113.56,191.38,10,2
Indrapuri,New Market,0,2,0,68,10.37,210.44,201.26,4,8
Shahpura,Airport,11,0,0,56,14.75,259.0,260.12,10,0
Habibganj,Shahpura,1,4,0,96,2.26,38.12,82.8,3,10
MP Nagar,Lalghati,9,0,0,98,7.47,106.64,166.52,7,6
Indrapuri,New Market,2,3,1,25,10.37,212.44,207.62,4,8
New Market,BHEL,3,6,0,29,11.86,223.32,194.62,8,2
Airport,Indrapuri,14,0,0,20,15.69,200.28,222.68,0,4
Kolar,New Market,10,5,1,52,5.79,102.48,151.87,5,8
Habibganj,Lalghati,6,2,1,92,8.88,148.56,234.9,3,6
Habibganj,New Market,22,6,1,30,4.74,95.88,116.06,3,8
Indrapuri,MP Nagar,3,6,0,25,6.76,113.12,119.52,4,7
Shahpura,New Market,12,3,1,59,6.72,164.64,177.7,10,8
MP Nagar,Ashoka Garden,14,3,1,36,3.76,96.12,104.34,7,1
Shahpura,Kolar,2,1,0,86,4.91,82.92,127.37,10,5
Kolar,BHEL,15,0,1,61,13.11,226.32,282.05,5,2
Habibganj,Railway Station,5,2,0,88,4.71,102.52,128.61,3,9
Railway Station,Airport,7,2,0,56,8.55,188.6,176.36,9,0
BHEL,Habibganj,7,2,0,86,8.25,135.0,182.68,2,3
Railway Station,Indrapuri,2,2,0,100,7.42,141.04,172.73,9,4
BHEL,MP Nagar,11,5,1,91,8.3,121.6,219.76,2,7
Airport,Kolar,15,2,1,84,14.03,198.36,331.38,0,5
MP Nagar,BHEL,7,0,1,42,8.3,181.6,176.63,7,2
MP Nagar,Habibganj,23,2,0,76,1.42,32.04,61.17,7,3
